Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Predikat,Kelompok_Jam_Belajar,Kelompok_Kehadiran,Kelompok_Stres
17,Female,1.89,57.8,7.4,1.7,4.1,3.13,Yes,Online,Average,Good,Yes,1,Middle,4.7,78.59,Baik (75-90),0-2 jam,<60%,Rendah (1-3)
18,Male,6.52,70.8,6.4,9.8,4.2,3.09,Yes,Online,Good,Average,No,1,Middle,6.8,80.19,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
22,Male,7.41,79.3,6.0,5.9,4.0,2.07,Yes,Offline,Poor,Good,No,2,Middle,3.0,78.65,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
22,Male,6.96,79.3,6.0,5.7,3.7,3.43,Yes,Offline,Average,Average,Yes,3,Middle,4.0,86.9,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
22,Male,3.14,90.7,8.0,7.8,2.2,1.5,Yes,Hybrid,Poor,Poor,No,0,Middle,6.5,52.6,Kurang (<60),2-4 jam,>90%,Sangat Tinggi (7-10)
18,Female,5.82,91.9,8.2,2.2,2.0,2.34,Yes,Online,Poor,Good,Yes,1,Middle,3.5,89.68,Baik (75-90),4-6 jam,>90%,Rendah (1-3)
17,Female,8.72,74.6,6.6,3.4,4.1,3.59,No,Online,Average,Good,Yes,3,High,1.5,92.58,Sangat Baik (>90),> 8 jam,70-80%,Sedang (3-5)
18,Male,2.01,86.9,6.7,6.6,5.2,3.37,No,Offline,Average,Good,Yes,0,Middle,5.5,52.82,Kurang (<60),2-4 jam,80-90%,Tinggi (5-7)
21,Male,5.95,73.7,4.4,2.4,2.9,3.31,No,Offline,Good,Good,Yes,3,Middle,3.2,87.61,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
21,Male,7.22,77.1,7.0,4.2,4.5,3.38,Yes,Online,Average,Average,Yes,2,Low,5.6,80.39,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
18,Male,3.61,82.5,9.0,1.0,5.5,2.32,No,Offline,Good,Average,Yes,4,High,4.1,98.52,Sangat Baik (>90),2-4 jam,80-90%,Rendah (1-3)
22,Female,6.17,85.6,7.6,5.9,1.9,2.28,Yes,Offline,Good,Poor,Yes,2,High,1.6,91.79,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
24,Female,2.86,73.9,8.3,8.0,4.9,2.57,Yes,Online,Average,Good,No,1,Middle,5.3,62.2,Cukup (60-75),2-4 jam,70-80%,Sangat Tinggi (7-10)
17,Female,3.38,99.2,7.2,6.6,2.5,3.2,Yes,Offline,Average,Good,No,2,High,4.2,75.1,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
18,Male,3.37,82.2,6.2,3.9,2.8,3.21,Yes,Online,Average,Average,No,2,High,7.4,83.38,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
18,Male,5.38,80.2,7.0,3.4,3.1,2.5,No,Hybrid,Poor,Good,Yes,2,High,5.1,79.87,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
18,Male,4.82,87.9,8.5,7.3,4.8,3.22,Yes,Hybrid,Good,Good,Yes,2,Middle,2.6,86.49,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
24,Female,6.91,73.9,8.0,1.0,6.1,3.12,No,Offline,Good,Good,No,3,Middle,2.9,88.71,Baik (75-90),6-8 jam,70-80%,Rendah (1-3)
24,Female,3.12,83.3,6.0,4.2,4.8,2.62,Yes,Offline,Average,Good,No,2,Low,4.7,71.45,Cukup (60-75),2-4 jam,80-90%,Sedang (3-5)
19,Male,4.74,55.7,6.1,3.0,4.6,3.21,Yes,Hybrid,Good,Good,Yes,3,High,4.1,95.92,Sangat Baik (>90),4-6 jam,<60%,Sedang (3-5)
21,Female,6.92,63.0,7.9,5.7,2.9,3.24,No,Offline,Average,Good,Yes,3,High,4.7,91.11,Sangat Baik (>90),6-8 jam,60-70%,Tinggi (5-7)
23,Female,6.12,76.5,7.5,3.0,1.8,4.0,Yes,Online,Poor,Average,No,1,High,3.9,96.26,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
22,Female,2.35,75.5,9.0,5.8,4.3,2.66,Yes,Offline,Average,Average,No,0,Middle,5.0,70.63,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
20,Female,6.33,76.6,6.0,1.7,5.3,3.57,No,Offline,Average,Average,No,3,Middle,3.9,88.41,Baik (75-90),6-8 jam,70-80%,Rendah (1-3)
24,Female,4.04,73.7,4.7,2.8,6.5,2.99,No,Online,Average,Good,No,3,Middle,4.9,73.87,Cukup (60-75),4-6 jam,70-80%,Rendah (1-3)
23,Female,5.77,86.0,7.1,6.9,7.2,3.06,No,Hybrid,Average,Excellent,No,0,Middle,1.4,89.16,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
24,Male,5.6,92.3,5.3,9.8,2.9,3.11,Yes,Online,Average,Good,No,0,Middle,5.3,68.39,Cukup (60-75),4-6 jam,>90%,Sangat Tinggi (7-10)
22,Male,7.44,75.1,6.5,3.0,5.9,2.74,Yes,Online,Average,Average,Yes,2,Low,3.4,86.15,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
20,Male,5.23,90.5,6.6,1.2,5.0,2.4,Yes,Online,Average,Good,No,1,High,1.7,86.58,Baik (75-90),4-6 jam,>90%,Rendah (1-3)
19,Male,1.29,84.0,7.1,7.3,4.1,3.51,Yes,Hybrid,Poor,Excellent,Yes,1,Middle,8.4,78.27,Baik (75-90),0-2 jam,80-90%,Sangat Tinggi (7-10)
18,Female,2.26,68.1,9.7,5.4,4.7,2.46,No,Offline,Poor,Excellent,No,1,High,6.3,63.21,Cukup (60-75),2-4 jam,60-70%,Tinggi (5-7)
19,Female,6.46,66.7,7.9,1.0,7.3,2.67,Yes,Offline,Poor,Good,No,4,Middle,4.1,89.32,Baik (75-90),6-8 jam,60-70%,Rendah (1-3)
24,Male,4.48,80.7,6.7,3.7,1.7,3.33,No,Hybrid,Poor,Excellent,No,0,Middle,2.9,98.42,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
19,Female,7.28,90.9,6.2,5.2,1.6,3.48,No,Hybrid,Average,Poor,No,2,Low,5.3,87.4,Baik (75-90),6-8 jam,>90%,Tinggi (5-7)
23,Male,5.55,71.0,8.5,5.6,3.2,3.35,No,Offline,Average,Average,Yes,3,High,1.7,98.85,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
17,Male,3.5,59.2,6.9,7.0,2.9,3.0,No,Offline,Average,Poor,Yes,2,High,4.8,71.06,Cukup (60-75),2-4 jam,<60%,Sangat Tinggi (7-10)
24,Male,7.16,89.9,5.6,6.2,4.6,3.98,No,Offline,Average,Good,No,3,Low,2.1,97.04,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
24,Male,3.39,91.7,7.5,3.3,4.0,2.6,Yes,Offline,Average,Poor,No,4,Low,4.6,97.6,Sangat Baik (>90),2-4 jam,>90%,Sedang (3-5)
23,Male,0.89,77.9,5.9,1.4,1.0,2.44,No,Online,Average,Good,Yes,1,Middle,3.8,73.88,Cukup (60-75),0-2 jam,70-80%,Rendah (1-3)
21,Female,9.13,91.1,7.7,4.8,1.0,3.01,No,Offline,Average,Good,No,4,Middle,5.4,94.44,Sangat Baik (>90),> 8 jam,>90%,Sedang (3-5)
20,Male,1.18,100.0,9.2,6.3,3.4,2.19,No,Online,Poor,Average,Yes,0,Low,6.8,46.31,Kurang (<60),0-2 jam,>90%,Tinggi (5-7)
23,Male,6.88,76.3,7.4,7.1,6.3,2.41,Yes,Hybrid,Average,Average,Yes,0,Middle,5.1,82.87,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
20,Male,5.29,76.4,6.6,4.4,2.8,3.17,Yes,Offline,Average,Average,No,3,Middle,5.8,86.29,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
22,Male,1.63,91.0,6.7,3.6,4.4,2.27,Yes,Offline,Average,Good,Yes,1,High,4.4,63.51,Cukup (60-75),0-2 jam,>90%,Sedang (3-5)
20,Female,7.03,71.7,8.4,7.9,2.1,2.98,Yes,Online,Average,Poor,No,3,Middle,4.8,98.93,Sangat Baik (>90),6-8 jam,70-80%,Sangat Tinggi (7-10)
22,Male,2.12,77.1,4.5,6.7,7.1,2.54,No,Offline,Average,Good,Yes,0,High,4.2,44.74,Kurang (<60),2-4 jam,70-80%,Tinggi (5-7)
23,Female,2.31,92.9,6.2,3.7,2.4,2.51,Yes,Online,Average,Excellent,Yes,3,Low,4.1,88.91,Baik (75-90),2-4 jam,>90%,Sedang (3-5)
24,Female,4.28,90.4,8.7,4.3,3.3,3.63,Yes,Hybrid,Average,Excellent,No,3,Middle,2.6,97.98,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
24,Female,6.58,90.8,6.3,6.0,3.6,3.06,No,Online,Average,Excellent,No,1,Low,1.4,96.97,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
21,Female,5.6,71.1,5.6,1.0,3.8,3.37,No,Online,Average,Average,Yes,1,Middle,2.8,87.78,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
23,Male,6.62,84.7,6.6,6.4,4.7,2.16,Yes,Online,Good,Good,Yes,1,High,3.7,79.69,Baik (75-90),6-8 jam,80-90%,Tinggi (5-7)
22,Male,4.11,74.5,7.3,4.4,3.2,2.95,No,Offline,Good,Poor,No,3,High,3.8,87.83,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
20,Male,4.66,89.5,7.5,2.5,5.1,2.99,Yes,Offline,Poor,Average,Yes,4,High,2.9,94.38,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
20,Female,2.73,85.3,8.1,2.4,4.3,3.63,No,Online,Average,Poor,No,2,Middle,4.8,79.52,Baik (75-90),2-4 jam,80-90%,Rendah (1-3)
22,Male,4.37,87.4,8.8,3.2,2.9,2.92,No,Hybrid,Good,Average,No,3,High,2.2,98.28,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
19,Male,6.19,78.6,8.0,5.6,3.2,3.07,No,Online,Average,Excellent,Yes,1,Middle,3.0,94.63,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
17,Male,5.95,84.1,7.8,7.8,4.2,3.34,No,Hybrid,Good,Good,No,3,Middle,4.1,92.16,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
24,Female,3.85,78.3,5.8,6.1,5.2,2.7,No,Offline,Average,Good,Yes,1,Middle,7.1,63.27,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
18,Female,3.82,83.6,7.8,4.4,5.1,2.54,No,Offline,Average,Good,Yes,1,Middle,6.3,75.1,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
20,Male,5.08,70.7,8.7,7.7,0.5,2.53,No,Offline,Average,Excellent,Yes,0,Low,4.9,81.92,Baik (75-90),4-6 jam,70-80%,Sangat Tinggi (7-10)
18,Male,4.61,68.6,6.5,8.8,6.1,2.22,No,Hybrid,Poor,Average,No,0,Middle,7.2,51.85,Kurang (<60),4-6 jam,60-70%,Sangat Tinggi (7-10)
17,Male,6.18,63.3,7.8,8.1,2.9,2.31,No,Hybrid,Good,Good,No,4,Middle,4.9,83.36,Baik (75-90),6-8 jam,60-70%,Sangat Tinggi (7-10)
23,Female,5.36,78.9,8.2,7.5,2.8,2.39,No,Hybrid,Good,Good,Yes,1,Low,3.3,93.9,Sangat Baik (>90),4-6 jam,70-80%,Sangat Tinggi (7-10)
18,Female,8.48,88.7,7.2,4.5,4.4,2.96,No,Hybrid,Average,Poor,Yes,1,Middle,4.8,98.3,Sangat Baik (>90),> 8 jam,80-90%,Sedang (3-5)
17,Female,4.56,84.7,7.3,7.0,1.5,2.93,No,Online,Average,Good,Yes,1,Middle,2.5,92.53,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
24,Female,4.55,60.7,5.9,6.2,6.0,2.85,Yes,Offline,Average,Excellent,Yes,0,Middle,2.7,63.61,Cukup (60-75),4-6 jam,60-70%,Tinggi (5-7)
22,Female,2.92,84.4,6.3,9.6,4.3,3.26,Yes,Offline,Poor,Poor,Yes,1,High,3.8,68.97,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
19,Male,5.05,80.8,7.7,5.0,2.1,2.65,No,Offline,Good,Poor,No,4,Middle,5.5,99.38,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
24,Male,6.37,78.8,9.1,8.1,5.4,4.0,Yes,Offline,Good,Average,Yes,2,Middle,2.9,99.93,Sangat Baik (>90),6-8 jam,70-80%,Sangat Tinggi (7-10)
20,Female,3.52,82.7,5.9,3.7,1.5,2.98,No,Offline,Good,Good,Yes,0,High,5.0,81.29,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
17,Male,4.9,86.1,8.8,2.9,3.9,3.66,No,Online,Average,Good,No,2,Middle,3.8,86.64,Baik (75-90),4-6 jam,80-90%,Rendah (1-3)
18,Male,6.44,94.0,6.8,2.9,4.8,2.59,No,Hybrid,Poor,Good,Yes,2,High,4.6,93.04,Sangat Baik (>90),6-8 jam,>90%,Rendah (1-3)
20,Female,4.75,92.8,6.0,6.4,3.5,2.58,No,Offline,Average,Good,Yes,3,Middle,4.6,82.62,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
19,Male,3.96,99.4,4.4,2.9,5.5,2.43,Yes,Offline,Average,Excellent,Yes,1,Low,5.2,71.08,Cukup (60-75),2-4 jam,>90%,Rendah (1-3)
22,Female,6.95,86.3,6.7,4.9,4.2,2.86,No,Hybrid,Poor,Good,Yes,2,Middle,4.5,95.91,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
23,Female,5.19,74.6,7.6,3.9,1.1,2.68,Yes,Offline,Poor,Excellent,No,1,Middle,4.0,79.02,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
20,Male,5.79,93.7,5.5,5.6,3.1,3.22,No,Offline,Poor,Excellent,No,2,Low,4.2,95.11,Sangat Baik (>90),4-6 jam,>90%,Tinggi (5-7)
23,Female,7.34,68.5,6.9,6.1,6.2,3.1,No,Hybrid,Good,Good,Yes,2,Low,3.7,90.42,Sangat Baik (>90),6-8 jam,60-70%,Tinggi (5-7)
17,Male,7.29,88.8,7.1,5.4,4.1,2.05,Yes,Offline,Average,Good,Yes,2,Low,3.5,94.58,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
19,Male,4.31,70.4,7.7,6.7,4.8,2.16,No,Online,Good,Excellent,Yes,0,Middle,4.8,59.59,Kurang (<60),4-6 jam,70-80%,Tinggi (5-7)
18,Male,3.95,74.8,7.5,2.2,3.7,3.06,No,Offline,Good,Excellent,No,1,High,4.0,85.67,Baik (75-90),2-4 jam,70-80%,Rendah (1-3)
19,Male,5.57,92.6,7.1,4.5,3.1,4.0,No,Online,Poor,Poor,No,3,High,2.7,97.03,Sangat Baik (>90),4-6 jam,>90%,Sedang (3-5)
19,Female,4.73,74.4,8.1,2.3,4.1,3.2,No,Online,Poor,Poor,No,3,Middle,5.4,94.98,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
21,Male,1.2,91.1,7.6,4.4,5.6,2.91,Yes,Online,Average,Excellent,Yes,0,Middle,3.2,64.14,Cukup (60-75),0-2 jam,>90%,Sedang (3-5)
19,Male,7.55,86.8,6.8,1.0,3.4,3.5,No,Offline,Average,Average,Yes,4,Low,4.8,98.35,Sangat Baik (>90),6-8 jam,80-90%,Rendah (1-3)
19,Male,5.04,79.2,6.6,1.0,4.4,3.19,No,Online,Good,Excellent,No,2,Middle,1.4,89.74,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
24,Female,6.47,87.9,6.8,3.4,4.5,2.85,No,Offline,Average,Average,No,1,High,4.8,89.42,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
20,Female,2.65,86.5,4.4,6.3,2.1,3.52,Yes,Hybrid,Good,Average,No,0,Low,3.3,81.73,Baik (75-90),2-4 jam,80-90%,Tinggi (5-7)
18,Male,7.58,82.0,7.1,1.5,3.9,2.9,Yes,Online,Average,Poor,Yes,4,High,4.3,97.97,Sangat Baik (>90),6-8 jam,80-90%,Rendah (1-3)
24,Male,3.82,74.3,6.0,3.9,4.7,2.85,Yes,Offline,Poor,Average,No,1,High,5.0,72.25,Cukup (60-75),2-4 jam,70-80%,Sedang (3-5)
24,Male,4.78,88.8,8.0,7.4,6.6,3.15,Yes,Offline,Average,Average,No,0,High,2.6,79.2,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
20,Male,2.2,77.4,7.2,8.0,8.1,2.53,Yes,Hybrid,Average,Good,No,0,Middle,9.7,34.54,Kurang (<60),2-4 jam,70-80%,Sangat Tinggi (7-10)
20,Female,4.67,80.0,7.5,6.1,3.1,2.74,Yes,Online,Average,Good,Yes,2,High,5.1,90.66,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
17,Female,4.54,85.0,6.2,3.9,5.5,2.27,Yes,Hybrid,Good,Excellent,No,1,High,6.1,69.76,Cukup (60-75),4-6 jam,80-90%,Sedang (3-5)
20,Male,4.63,79.6,7.5,6.2,5.4,3.53,Yes,Hybrid,Average,Good,Yes,1,High,3.3,86.41,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
21,Male,5.88,83.1,7.0,3.7,6.4,2.59,Yes,Online,Average,Good,No,1,Middle,5.5,86.1,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
21,Male,5.12,83.6,5.0,1.2,4.6,2.81,No,Online,Average,Good,Yes,2,Middle,1.8,94.65,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
24,Female,6.95,83.4,4.9,3.6,8.1,2.42,Yes,Hybrid,Average,Good,No,3,Middle,1.0,89.44,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
23,Male,4.06,81.9,5.0,6.7,4.6,3.38,No,Online,Good,Good,No,0,High,2.4,79.24,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
23,Female,4.96,75.9,7.5,2.4,1.0,2.98,No,Online,Average,Poor,No,3,Middle,3.1,86.64,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
23,Male,6.26,76.4,7.1,1.9,3.1,2.44,Yes,Offline,Average,Poor,Yes,3,High,3.1,93.34,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
24,Female,7.49,68.3,8.0,7.9,2.8,3.11,Yes,Offline,Good,Average,Yes,3,High,2.8,99.57,Sangat Baik (>90),6-8 jam,60-70%,Sangat Tinggi (7-10)
22,Female,6.63,57.6,7.9,8.3,4.4,4.0,No,Hybrid,Good,Good,Yes,2,Low,2.8,93.6,Sangat Baik (>90),6-8 jam,<60%,Sangat Tinggi (7-10)
24,Female,1.47,87.1,5.4,7.1,3.8,4.0,No,Offline,Poor,Average,Yes,1,Middle,2.5,64.45,Cukup (60-75),0-2 jam,80-90%,Sangat Tinggi (7-10)
18,Male,5.75,85.3,6.0,4.4,6.0,3.85,No,Hybrid,Average,Excellent,No,2,Middle,3.9,96.42,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
18,Male,7.92,94.7,6.7,4.5,5.5,3.68,No,Online,Average,Excellent,Yes,1,High,3.7,88.4,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
20,Female,5.13,66.4,7.7,6.2,5.1,3.23,No,Hybrid,Poor,Excellent,No,1,Middle,2.7,94.36,Sangat Baik (>90),4-6 jam,60-70%,Tinggi (5-7)
20,Female,3.97,73.0,7.8,3.7,2.3,3.89,No,Online,Average,Excellent,No,3,Middle,6.0,91.36,Sangat Baik (>90),2-4 jam,70-80%,Sedang (3-5)
22,Female,5.62,75.0,6.1,4.7,3.4,3.0,No,Hybrid,Average,Average,No,2,Middle,4.0,85.07,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
20,Female,3.99,99.7,8.7,5.9,6.6,2.02,Yes,Online,Average,Good,No,2,Low,4.8,79.55,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
18,Female,6.28,89.6,7.6,5.3,5.3,3.65,No,Hybrid,Average,Average,Yes,3,Low,4.7,97.19,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
23,Female,4.97,78.8,7.3,10.0,4.3,4.0,No,Hybrid,Poor,Excellent,No,2,Low,1.7,90.63,Sangat Baik (>90),4-6 jam,70-80%,Sangat Tinggi (7-10)
24,Male,7.79,80.3,7.0,3.8,1.7,2.79,No,Offline,Average,Excellent,Yes,2,Low,3.4,97.82,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
19,Female,6.0,83.6,7.5,4.6,5.0,4.0,No,Online,Average,Excellent,No,1,Middle,5.5,85.1,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
21,Female,3.55,69.5,4.8,1.0,5.0,2.95,No,Online,Poor,Good,No,0,Middle,4.9,74.53,Cukup (60-75),2-4 jam,60-70%,Rendah (1-3)
19,Female,6.21,83.8,6.1,7.4,2.4,3.59,Yes,Hybrid,Average,Good,No,1,Low,1.6,96.5,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
19,Female,6.87,69.9,6.2,3.7,0.5,2.5,Yes,Online,Poor,Poor,Yes,1,Middle,3.3,89.84,Baik (75-90),6-8 jam,60-70%,Sedang (3-5)
18,Male,3.86,81.4,7.7,5.9,5.1,4.0,Yes,Hybrid,Poor,Poor,No,2,Middle,4.4,88.38,Baik (75-90),2-4 jam,80-90%,Tinggi (5-7)
19,Female,4.15,87.2,7.7,3.1,2.6,2.6,No,Offline,Average,Good,No,0,Low,1.0,91.41,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
24,Female,0.39,83.2,6.6,6.3,5.6,2.55,No,Online,Good,Good,No,0,Middle,4.5,52.71,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
22,Male,6.81,73.6,10.0,5.0,4.2,2.21,No,Offline,Poor,Excellent,Yes,3,High,7.2,86.35,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
17,Male,3.82,77.6,3.8,4.5,5.5,3.94,Yes,Hybrid,Average,Poor,No,2,Low,5.0,85.79,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
20,Male,0.76,88.2,6.1,5.4,4.6,3.47,Yes,Offline,Poor,Excellent,Yes,0,Low,8.7,53.26,Kurang (<60),0-2 jam,80-90%,Tinggi (5-7)
17,Male,1.46,75.4,9.3,6.5,1.8,2.48,No,Offline,Good,Good,No,3,High,6.7,69.26,Cukup (60-75),0-2 jam,70-80%,Tinggi (5-7)
23,Male,4.55,67.1,8.0,4.4,7.0,2.94,No,Hybrid,Good,Excellent,No,0,Middle,5.0,84.53,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
24,Male,6.52,77.6,5.0,7.9,4.2,3.56,Yes,Offline,Average,Excellent,Yes,2,Middle,4.3,78.16,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
24,Female,4.82,75.3,8.0,3.3,2.7,3.2,Yes,Hybrid,Good,Excellent,Yes,2,Middle,4.3,94.13,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
21,Female,5.94,78.3,7.6,5.0,1.1,2.88,Yes,Online,Average,Average,No,3,High,6.0,92.61,Sangat Baik (>90),4-6 jam,70-80%,Tinggi (5-7)
24,Female,2.8,80.2,8.5,5.0,5.5,2.16,Yes,Offline,Poor,Excellent,Yes,1,High,6.4,72.75,Cukup (60-75),2-4 jam,80-90%,Tinggi (5-7)
20,Female,2.32,76.9,8.5,1.8,5.9,1.5,Yes,Online,Good,Average,Yes,0,Middle,5.0,78.82,Baik (75-90),2-4 jam,70-80%,Rendah (1-3)
24,Male,6.77,76.8,7.0,3.7,6.2,2.04,Yes,Offline,Poor,Poor,No,2,Middle,3.9,88.01,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
19,Male,5.98,89.1,6.3,7.7,4.0,2.27,Yes,Offline,Average,Good,No,2,Middle,5.4,79.66,Baik (75-90),4-6 jam,80-90%,Sangat Tinggi (7-10)
21,Female,4.94,85.9,6.5,3.8,4.3,2.71,No,Offline,Average,Excellent,No,0,Low,3.7,82.3,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
20,Male,7.56,89.6,6.6,6.6,2.4,2.52,Yes,Online,Average,Good,Yes,4,High,4.4,94.74,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
22,Female,4.16,76.4,7.1,4.7,2.8,2.84,Yes,Online,Average,Good,No,2,Middle,4.4,75.51,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
22,Female,7.05,83.1,6.8,4.6,3.0,2.74,Yes,Offline,Average,Average,No,1,High,2.4,91.22,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
19,Male,5.02,69.1,3.8,6.4,4.7,2.31,No,Online,Good,Poor,No,2,Low,4.1,72.74,Cukup (60-75),4-6 jam,60-70%,Tinggi (5-7)
24,Male,8.36,88.3,7.6,7.5,3.7,3.08,No,Offline,Average,Excellent,Yes,2,Middle,6.7,88.31,Baik (75-90),> 8 jam,80-90%,Sangat Tinggi (7-10)
17,Female,3.79,75.3,5.9,2.9,2.5,2.67,Yes,Online,Poor,Average,Yes,1,Middle,3.7,73.86,Cukup (60-75),2-4 jam,70-80%,Rendah (1-3)
20,Male,5.66,73.6,6.1,3.0,4.6,2.84,No,Hybrid,Average,Good,No,1,High,4.8,86.79,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
19,Female,4.65,69.4,8.1,7.9,4.4,3.02,No,Offline,Average,Good,No,0,Low,4.5,61.35,Cukup (60-75),4-6 jam,60-70%,Sangat Tinggi (7-10)
22,Male,1.82,84.4,5.9,6.0,4.5,2.91,Yes,Hybrid,Good,Average,No,1,Middle,5.0,75.53,Baik (75-90),0-2 jam,80-90%,Tinggi (5-7)
23,Female,5.52,68.3,8.2,2.6,9.1,3.11,Yes,Online,Average,Average,No,3,Low,4.3,91.87,Sangat Baik (>90),4-6 jam,60-70%,Rendah (1-3)
24,Female,6.87,91.9,6.8,5.9,4.2,3.69,Yes,Online,Poor,Average,No,1,Middle,1.1,92.04,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
17,Female,4.7,82.0,4.7,7.7,4.7,3.19,Yes,Online,Average,Average,No,1,Low,3.9,60.05,Cukup (60-75),4-6 jam,80-90%,Sangat Tinggi (7-10)
23,Male,4.86,62.9,6.7,4.6,5.1,3.24,Yes,Online,Average,Average,Yes,0,Middle,3.5,75.85,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
21,Male,7.79,75.0,6.2,4.5,3.9,3.1,No,Offline,Poor,Good,No,2,High,1.7,95.2,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
23,Female,2.5,70.0,7.1,4.4,2.5,3.39,No,Hybrid,Average,Good,No,3,High,4.2,89.01,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
21,Male,2.0,85.3,6.6,5.2,4.9,2.46,No,Offline,Good,Good,Yes,0,Middle,6.4,59.82,Kurang (<60),2-4 jam,80-90%,Tinggi (5-7)
21,Female,3.69,85.1,7.4,1.1,4.3,2.35,No,Offline,Good,Excellent,No,3,Middle,2.2,92.65,Sangat Baik (>90),2-4 jam,80-90%,Rendah (1-3)
22,Female,2.61,75.2,7.8,6.2,3.3,3.28,Yes,Offline,Poor,Good,Yes,2,Middle,5.6,69.08,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
